month,channel,total_revenue,total_orders,aov,total_spend,new_customers,existing_customers,new_customer_orders,existing_customer_orders,sessions,users,spend,impressions,clicks,returned_value,technology_spend,revenue_share,returns_value_dist,technology_spend_dist,net_revenue
1/1/2023,Direct,180000,1400,128.57,0,750,1125,760,640,13000,11000,0,0,0,24000,14500,0.14693,3526.32,2120.48,176474
1/1/2023,Email,260000,2300,113.04,4800,950,3800,960,1340,22000,17000,4800,240000,24000,24000,14500,0.21224,5093.76,3077.48,254906
1/1/2023,Organic Social,110000,1000,110,2400,380,1520,385,615,9000,7000,2400,120000,6000,24000,14500,0.0898,2155.2,1292.1,107845
1/1/2023,Paid Search,420000,3200,131.25,84000,1900,760,1920,1280,30000,26000,84000,1680000,33600,24000,14500,0.34286,8228.64,4971.48,411771
1/1/2023,Paid Social,200000,1600,125,55000,1028,412,1040,560,23000,19000,55000,1500000,30000,24000,14500,0.16327,3918.48,2367.41,196081
2/1/2023,Affiliate,62000,520,119.23,12400,294,98,300,220,2800,2500,12400,620000,3100,25000,15000,0.04928,1232,739.2,60768
2/1/2023,Direct,185000,1450,127.59,0,770,1155,780,670,13500,11500,0,0,0,25000,15000,0.14706,3676.5,2205.9,181324
2/1/2023,Email,270000,2400,112.5,5000,970,3880,980,1420,22500,17500,5000,250000,25000,25000,15000,0.21462,5365.5,3219.3,264635
2/1/2023,Organic Social,115000,1050,109.52,2500,390,1560,395,655,9500,7500,2500,125000,6250,25000,15000,0.09141,2285.25,1371.15,112715
2/1/2023,Paid Search,435000,3300,131.82,87000,1950,780,1970,1330,31000,27000,87000,1740000,34800,25000,15000,0.34579,8644.75,5186.85,426355
2/1/2023,Paid Social,210000,1650,127.27,58000,1057,423,1070,580,24000,20000,58000,1550000,31000,25000,15000,0.16693,4173.25,2503.95,205827
3/1/2023,Affiliate,64000,540,118.52,12800,303,101,310,230,2900,2600,12800,640000,3200,26000,15500,0.04946,1285.96,766.62,62714
3/1/2023,Direct,190000,1500,126.67,0,790,1185,800,700,14000,12000,0,0,0,26000,15500,0.14687,3818.62,2276.48,186181
3/1/2023,Email,280000,2500,112,5200,990,3960,1000,1500,23000,18000,5200,260000,26000,26000,15500,0.21646,5627.96,3355.13,274372
3/1/2023,Organic Social,120000,1100,109.09,2600,400,1600,405,695,10000,8000,2600,130000,6500,26000,15500,0.09274,2411.24,1437.47,117589
3/1/2023,Paid Search,450000,3400,132.35,90000,2000,800,2020,1380,32000,28000,90000,1800000,36000,26000,15500,0.34795,9046.7,5393.23,440953
3/1/2023,Paid Social,220000,1700,129.41,60000,1086,434,1100,600,25000,21000,60000,1600000,32000,26000,15500,0.16999,4419.74,2634.85,215580
4/1/2023,Affiliate,66000,560,117.86,13200,312,104,320,240,3000,2700,13200,660000,3300,27000,16000,0.04966,1340.82,794.56,64659
4/1/2023,Direct,195000,1550,125.81,0,810,1215,820,730,14500,12500,0,0,0,27000,16000,0.14671,3961.17,2347.36,191039
4/1/2023,Email,290000,2600,111.54,5400,1010,4040,1020,1580,23500,18500,5400,270000,27000,27000,16000,0.21818,5890.86,3490.88,284109
4/1/2023,Organic Social,125000,1150,108.7,2700,410,1640,415,735,10500,8500,2700,135000,6750,27000,16000,0.09406,2539.62,1504.96,122460
4/1/2023,Paid Search,465000,3500,132.86,93000,2050,820,2070,1430,33000,29000,93000,1860000,37200,27000,16000,0.35,9450,5600,455550
4/1/2023,Paid Social,230000,1750,131.43,62000,1114,446,1130,620,26000,22000,62000,1650000,33000,27000,16000,0.17306,4672.62,2768.96,225327
5/1/2023,Affiliate,68000,580,117.24,13600,321,107,330,250,3100,2800,13600,680000,3400,28000,16500,0.04985,1395.8,822.53,66604
5/1/2023,Direct,200000,1600,125,0,830,1245,840,760,15000,13000,0,0,0,28000,16500,0.14666,4106.48,2419.89,195893
5/1/2023,Email,300000,2700,111.11,5600,1030,4120,1040,1660,24000,19000,5600,280000,28000,28000,16500,0.21994,6158.32,3628.01,293842
5/1/2023,Organic Social,130000,1200,108.33,2800,420,1680,425,775,11000,9000,2800,140000,7000,28000,16500,0.09531,2668.68,1572.61,127331
5/1/2023,Paid Search,480000,3600,133.33,96000,2100,840,2120,1480,34000,30000,96000,1920000,38400,28000,16500,0.35198,9855.44,5807.67,470145
5/1/2023,Paid Social,240000,1800,133.33,64000,1143,457,1160,640,27000,23000,64000,1700000,34000,28000,16500,0.17596,4926.88,2903.34,235073
6/1/2023,Affiliate,70000,600,116.67,14000,330,110,340,260,3200,2900,14000,700000,3500,29000,17000,0.04968,1440.72,844.56,68559
6/1/2023,Direct,205000,1650,124.24,0,850,1275,860,790,15500,13500,0,0,0,29000,17000,0.1455,4219.5,2473.5,200781
6/1/2023,Email,310000,2800,110.71,5800,1050,4200,1060,1740,24500,19500,5800,290000,29000,29000,17000,0.21987,6376.23,3737.79,303624
6/1/2023,Organic Social,135000,1250,108,2900,430,1720,435,815,11500,9500,2900,145000,7250,29000,17000,0.09574,2776.46,1627.58,132224
6/1/2023,Paid Search,495000,3700,133.78,99000,2150,860,2170,1530,35000,31000,99000,1980000,39600,29000,17000,0.35096,10177.84,5966.32,484822
6/1/2023,Paid Social,250000,1850,135.14,66000,1171,469,1190,660,28000,24000,66000,1750000,35000,29000,17000,0.17726,5140.54,3013.42,244859
7/1/2023,Affiliate,72000,620,116.13,14400,339,113,350,270,3300,3000,14400,720000,3600,30000,17500,0.04969,1490.7,869.58,70509
7/1/2023,Direct,210000,1700,123.53,0,870,1305,880,820,16000,14000,0,0,0,30000,17500,0.14493,4347.9,2536.28,205652
7/1/2023,Email,320000,2900,110.34,6000,1070,4280,1080,1820,25000,20000,6000,300000,30000,30000,17500,0.22084,6625.2,3864.7,313375
7/1/2023,Organic Social,140000,1300,107.69,3000,440,1760,445,855,12000,10000,3000,150000,7500,30000,17500,0.09662,2898.6,1690.85,137101
7/1/2023,Paid Search,510000,3800,134.21,102000,2200,880,2220,1580,36000,32000,102000,2040000,40800,30000,17500,0.35197,10559.1,6159.48,499441
7/1/2023,Paid Social,260000,1900,136.84,68000,1200,480,1220,680,29000,25000,68000,1800000,36000,30000,17500,0.17945,5383.5,3140.38,254617
8/1/2023,Affiliate,74000,640,115.63,14800,348,116,360,280,3400,3100,14800,740000,3700,31000,18000,0.0497,1540.7,894.6,72459
8/1/2023,Direct,215000,1750,122.86,0,890,1335,900,850,16500,14500,0,0,0,31000,18000,0.14636,4537.16,2634.48,210463
8/1/2023,Email,330000,3000,110,6200,1090,4360,1100,1900,25500,20500,6200,310000,31000,31000,18000,0.22464,6963.84,4043.52,323036
8/1/2023,Organic Social,145000,1350,107.41,3100,450,1800,455,895,12500,10500,3100,155000,7750,31000,18000,0.09871,3059.01,1776.78,141941
8/1/2023,Paid Search,525000,3900,134.62,105000,2250,900,2270,1630,37000,33000,105000,2100000,42000,31000,18000,0.35739,11079.09,6433.02,513921
8/1/2023,Paid Social,270000,1950,138.46,70000,1230,490,1250,700,30000,26000,70000,1850000,37000,31000,18000,0.1838,5700,3308.4,264300
9/1/2023,Affiliate,76000,660,115.15,15200,357,119,370,290,3500,3200,15200,760000,3800,32000,18500,0.04977,1592.64,920.73,74407
9/1/2023,Direct,220000,1800,122.22,0,910,1365,920,880,17000,15000,0,0,0,32000,18500,0.14404,4609.28,2664.74,215391
9/1/2023,Email,340000,3100,109.68,6400,1110,4440,1120,1980,26000,21000,6400,320000,32000,32000,18500,0.22252,7120.64,4116.62,332879
9/1/2023,Organic Social,150000,1400,107.14,3200,460,1840,465,935,13000,11000,3200,160000,8000,32000,18500,0.09823,3143.36,1817.27,146857
9/1/2023,Paid Search,540000,4000,135,108000,2300,920,2320,1680,38000,34000,108000,2160000,43200,32000,18500,0.35347,11311.04,6538.69,528689
9/1/2023,Paid Social,280000,2000,140,72000,1260,500,1280,720,31000,27000,72000,1900000,38000,32000,18500,0.18328,5864.96,3390.68,274135
10/1/2023,Affiliate,78000,680,114.71,15600,366,122,380,300,3600,3300,15600,780000,3900,33000,19000,0.04981,1643.73,946.39,76356
10/1/2023,Direct,225000,1850,121.62,0,930,1395,940,910,17500,15500,0,0,0,33000,19000,0.14368,4741.44,2730,220259
10/1/2023,Email,350000,3200,109.38,6600,1130,4520,1140,2060,26500,21500,6600,330000,33000,33000,19000,0.22345,7373.85,4245.55,342626
10/1/2023,Organic Social,155000,1450,106.9,3300,470,1880,475,975,13500,11500,3300,165000,8250,33000,19000,0.09892,3264.36,1879.48,151736
10/1/2023,Paid Search,555000,4100,135.37,111000,2350,940,2370,1730,39000,35000,111000,2220000,44400,33000,19000,0.35444,11696.52,6734.36,543303
10/1/2023,Paid Social,290000,2050,141.46,74000,1290,510,1310,740,32000,28000,74000,1950000,39000,33000,19000,0.1852,5911.68,3401,284088
11/1/2023,Affiliate,80000,700,114.29,16000,375,125,390,310,3700,3400,16000,800000,4000,34000,19500,0.04972,1690.48,969.54,78310
11/1/2023,Direct,230000,1900,121.05,0,950,1425,960,940,18000,16000,0,0,0,34000,19500,0.14298,4861.32,2788.11,225139
11/1/2023,Email,360000,3300,109.09,6800,1150,4600,1160,2140,27000,22000,6800,340000,34000,34000,19500,0.22374,7607.16,4362.93,352393
11/1/2023,Organic Social,160000,1500,106.67,3400,480,1920,485,1015,14000,12000,3400,170000,8500,34000,19500,0.09944,3380.96,1939.08,156619
11/1/2023,Paid Search,570000,4200,135.71,114000,2400,960,2420,1780,40000,36000,114000,2280000,45600,34000,19500,0.35426,12044.84,6908.07,557955
11/1/2023,Paid Social,300000,2100,142.86,76000,1320,520,1340,760,33000,29000,76000,2000000,40000,34000,19500,0.18648,6340.32,3636.36,293660
12/1/2023,Affiliate,85000,720,118.06,17000,384,128,400,320,3800,3500,17000,850000,4250,35000,20000,0.04945,1730.75,989,83269
12/1/2023,Direct,240000,1950,123.08,0,970,1455,980,970,18500,16500,0,0,0,35000,20000,0.13962,4886.7,2792.4,235113
12/1/2023,Email,380000,3400,111.76,7000,1170,4680,1180,2220,27500,22500,7000,350000,35000,35000,20000,0.22106,7737.1,4421.2,372263
12/1/2023,Organic Social,165000,1550,106.45,3500,490,1960,495,1055,14500,12500,3500,175000,8750,35000,20000,0.09598,3359.3,1919.6,161641
12/1/2023,Paid Search,590000,4300,137.21,118000,2450,980,2470,1830,41000,37000,118000,2360000,47200,35000,20000,0.34322,12012.7,6864.4,577987
12/1/2023,Paid Social,310000,2150,144.19,78000,1350,530,1370,780,34000,30000,78000,2050000,41000,35000,20000,0.18034,6311.9,3606.8,303688
