source,metric,value,date
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",,2025-10-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",985807.0,2024-10-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",917970.0,2023-10-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",878486.0,2022-10-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",717909.0,2021-10-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",,2025-10-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",230419.0,2024-10-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",239930.0,2023-10-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",314170.0,2022-10-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",146310.0,2021-10-01
"Datahub
(Shopify)",ORDERS,,2025-10-01
"Datahub
(Shopify)",ORDERS,8814.0,2024-10-01
"Datahub
(Shopify)",ORDERS,8197.0,2023-10-01
"Datahub
(Shopify)",ORDERS,7770.0,2022-10-01
"Datahub
(Shopify)",ORDERS,6115.0,2021-10-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,0.0,2025-10-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,8362.0,2024-10-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,7829.0,2023-10-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,7462.0,2022-10-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,5875.0,2021-10-01
"Datahub
(Shopify)",NEW CUSTOMERS,,2025-10-01
"Datahub
(Shopify)",NEW CUSTOMERS,3561.0,2024-10-01
"Datahub
(Shopify)",NEW CUSTOMERS,3212.0,2023-10-01
"Datahub
(Shopify)",NEW CUSTOMERS,3227.0,2022-10-01
"Datahub
(Shopify)",NEW CUSTOMERS,3019.0,2021-10-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,,2025-10-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,4801.0,2024-10-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,4617.0,2023-10-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,4235.0,2022-10-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,2856.0,2021-10-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,,2025-10-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,3.83,2024-10-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,3.42,2023-10-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,2.47,2022-10-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,4.18,2021-10-01
"Datahub
(Shopify)",AUR,,2025-10-01
"Datahub
(Shopify)",AUR,,2024-10-01
"Datahub
(Shopify)",AUR,38.46,2023-10-01
"Datahub
(Shopify)",AUR,34.83,2022-10-01
"Datahub
(Shopify)",AUR,32.37,2021-10-01
"Datahub
(Shopify)",AOV,,2025-10-01
"Datahub
(Shopify)",AOV,111.85,2024-10-01
"Datahub
(Shopify)",AOV,114.7,2023-10-01
"Datahub
(Shopify)",AOV,117.28,2022-10-01
"Datahub
(Shopify)",AOV,121.0,2021-10-01
"Datahub
(Shopify)",UPT,,2025-10-01
"Datahub
(Shopify)",UPT,,2024-10-01
"Datahub
(Shopify)",UPT,3.6,2023-10-01
"Datahub
(Shopify)",UPT,4.0,2022-10-01
"Datahub
(Shopify)",UPT,4.1,2021-10-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,,2025-10-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,,2024-10-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,58.97,2023-10-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,56.75,2022-10-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,48.61,2021-10-01
Datahub,MEDIA ROAS (only ad cost),,2025-10-01
Datahub,MEDIA ROAS (only ad cost),1.8,2024-10-01
Datahub,MEDIA ROAS (only ad cost),1.8,2023-10-01
Datahub,MEDIA ROAS (only ad cost),2.6,2022-10-01
Datahub,MEDIA ROAS (only ad cost),3.7,2021-10-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2025-10-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",4.1,2024-10-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2023-10-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2022-10-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2021-10-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2025-10-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,323350.0,2024-10-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2023-10-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2022-10-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2021-10-01
Datahub,CAC,,2025-10-01
Datahub,CAC,58.4,2024-10-01
Datahub,CAC,50.93,2023-10-01
Datahub,CAC,32.83,2022-10-01
Datahub,CAC,25.17,2021-10-01
Datahub,TOTAL COST (Ads & Agency Fees),,2025-10-01
Datahub,TOTAL COST (Ads & Agency Fees),239645.0,2024-10-01
Datahub,TOTAL COST (Ads & Agency Fees),198374.0,2023-10-01
Datahub,TOTAL COST (Ads & Agency Fees),165068.0,2022-10-01
Datahub,TOTAL COST (Ads & Agency Fees),110981.0,2021-10-01
Datahub,CPO,,2025-10-01
Datahub,CPO,,2024-10-01
Datahub,CPO,24.2,2023-10-01
Datahub,CPO,21.24,2022-10-01
Datahub,CPO,18.15,2021-10-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",,2025-11-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",1764492.0,2024-11-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",2544000.0,2023-11-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",2814993.0,2022-11-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",2135058.0,2021-11-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",,2025-11-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",318091.0,2024-11-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",365500.0,2023-11-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",400590.0,2022-11-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",273740.0,2021-11-01
"Datahub
(Shopify)",ORDERS,,2025-11-01
"Datahub
(Shopify)",ORDERS,17022.0,2024-11-01
"Datahub
(Shopify)",ORDERS,26558.0,2023-11-01
"Datahub
(Shopify)",ORDERS,30609.0,2022-11-01
"Datahub
(Shopify)",ORDERS,22707.0,2021-11-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,0.0,2025-11-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,16407.0,2024-11-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,25110.0,2023-11-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,29119.0,2022-11-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,21620.0,2021-11-01
"Datahub
(Shopify)",NEW CUSTOMERS,,2025-11-01
"Datahub
(Shopify)",NEW CUSTOMERS,7221.0,2024-11-01
"Datahub
(Shopify)",NEW CUSTOMERS,11323.0,2023-11-01
"Datahub
(Shopify)",NEW CUSTOMERS,13392.0,2022-11-01
"Datahub
(Shopify)",NEW CUSTOMERS,11379.0,2021-11-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,,2025-11-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,9186.0,2024-11-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,13787.0,2023-11-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,15727.0,2022-11-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,10241.0,2021-11-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,,2025-11-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,5.35,2024-11-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,7.27,2023-11-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,7.64,2022-11-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,8.3,2021-11-01
"Datahub
(Shopify)",AUR,,2025-11-01
"Datahub
(Shopify)",AUR,,2024-11-01
"Datahub
(Shopify)",AUR,32.56,2023-11-01
"Datahub
(Shopify)",AUR,30.84,2022-11-01
"Datahub
(Shopify)",AUR,28.96,2021-11-01
"Datahub
(Shopify)",AOV,,2025-11-01
"Datahub
(Shopify)",AOV,103.66,2024-11-01
"Datahub
(Shopify)",AOV,96.68,2023-11-01
"Datahub
(Shopify)",AOV,92.87,2022-11-01
"Datahub
(Shopify)",AOV,95.0,2021-11-01
"Datahub
(Shopify)",UPT,,2025-11-01
"Datahub
(Shopify)",UPT,,2024-11-01
"Datahub
(Shopify)",UPT,3.5,2023-11-01
"Datahub
(Shopify)",UPT,3.4,2022-11-01
"Datahub
(Shopify)",UPT,3.5,2021-11-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,,2025-11-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,,2024-11-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,54.91,2023-11-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,54.01,2022-11-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,47.37,2021-11-01
Datahub,MEDIA ROAS (only ad cost),,2025-11-01
Datahub,MEDIA ROAS (only ad cost),2.1,2024-11-01
Datahub,MEDIA ROAS (only ad cost),2.7,2023-11-01
Datahub,MEDIA ROAS (only ad cost),3.4,2022-11-01
Datahub,MEDIA ROAS (only ad cost),3.9,2021-11-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2025-11-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",4.6,2024-11-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2023-11-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2022-11-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2021-11-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2025-11-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,322038.0,2024-11-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2023-11-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2022-11-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2021-11-01
Datahub,CAC,,2025-11-01
Datahub,CAC,44.3,2024-11-01
Datahub,CAC,30.01,2023-11-01
Datahub,CAC,19.11,2022-11-01
Datahub,CAC,17.31,2021-11-01
Datahub,TOTAL COST (Ads & Agency Fees),,2025-11-01
Datahub,TOTAL COST (Ads & Agency Fees),384495.0,2024-11-01
Datahub,TOTAL COST (Ads & Agency Fees),391018.0,2023-11-01
Datahub,TOTAL COST (Ads & Agency Fees),307062.0,2022-11-01
Datahub,TOTAL COST (Ads & Agency Fees),245648.0,2021-11-01
Datahub,CPO,,2025-11-01
Datahub,CPO,,2024-11-01
Datahub,CPO,14.72,2023-11-01
Datahub,CPO,10.03,2022-11-01
Datahub,CPO,10.82,2021-11-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",,2025-12-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",2345488.0,2024-12-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",1595092.0,2023-12-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",1577359.0,2022-12-01
"Datahub
(Shopify)","GROSS-DISC
Missing 4 months of 21 because of migration from Magento to Shopify",1155078.0,2021-12-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",,2025-12-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",359183.0,2024-12-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",309010.0,2023-12-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",357270.0,2022-12-01
"Datahub
(GA4)","SESSIONS
Measurement changed after GA4 in June 23.",218710.0,2021-12-01
"Datahub
(Shopify)",ORDERS,,2025-12-01
"Datahub
(Shopify)",ORDERS,22166.0,2024-12-01
"Datahub
(Shopify)",ORDERS,16142.0,2023-12-01
"Datahub
(Shopify)",ORDERS,15556.0,2022-12-01
"Datahub
(Shopify)",ORDERS,11543.0,2021-12-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,0.0,2025-12-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,21360.0,2024-12-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,15997.0,2023-12-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,15003.0,2022-12-01
"Datahub
(Shopify)",TOTAL CUSTOMERS,11228.0,2021-12-01
"Datahub
(Shopify)",NEW CUSTOMERS,,2025-12-01
"Datahub
(Shopify)",NEW CUSTOMERS,10118.0,2024-12-01
"Datahub
(Shopify)",NEW CUSTOMERS,7928.0,2023-12-01
"Datahub
(Shopify)",NEW CUSTOMERS,7872.0,2022-12-01
"Datahub
(Shopify)",NEW CUSTOMERS,5759.0,2021-12-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,,2025-12-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,11242.0,2024-12-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,8069.0,2023-12-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,7131.0,2022-12-01
"Datahub
(Shopify)",REPEAT CUSTOMERS,5469.0,2021-12-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,,2025-12-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,6.17,2024-12-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,5.22,2023-12-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,4.35,2022-12-01
"Datahub
(Shopify orders/GA sessions)",CONVERSION,5.28,2021-12-01
"Datahub
(Shopify)",AUR,,2025-12-01
"Datahub
(Shopify)",AUR,,2024-12-01
"Datahub
(Shopify)",AUR,29.75,2023-12-01
"Datahub
(Shopify)",AUR,31.06,2022-12-01
"Datahub
(Shopify)",AUR,29.6,2021-12-01
"Datahub
(Shopify)",AOV,,2025-12-01
"Datahub
(Shopify)",AOV,105.81,2024-12-01
"Datahub
(Shopify)",AOV,101.12,2023-12-01
"Datahub
(Shopify)",AOV,103.25,2022-12-01
"Datahub
(Shopify)",AOV,103.0,2021-12-01
"Datahub
(Shopify)",UPT,,2025-12-01
"Datahub
(Shopify)",UPT,,2024-12-01
"Datahub
(Shopify)",UPT,3.8,2023-12-01
"Datahub
(Shopify)",UPT,3.6,2022-12-01
"Datahub
(Shopify)",UPT,3.7,2021-12-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,,2025-12-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,,2024-12-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,50.44,2023-12-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,47.53,2022-12-01
"Datahub
(Shopify)",REPEAT CUSTOMER RATE,48.71,2021-12-01
Datahub,MEDIA ROAS (only ad cost),,2025-12-01
Datahub,MEDIA ROAS (only ad cost),2.3,2024-12-01
Datahub,MEDIA ROAS (only ad cost),2.4,2023-12-01
Datahub,MEDIA ROAS (only ad cost),2.2,2022-12-01
Datahub,MEDIA ROAS (only ad cost),3.4,2021-12-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2025-12-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",5.5,2024-12-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2023-12-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2022-12-01
Datahub,"MARKETING ROAS 
(ad cost, agency cost, organic search, email/SMS)",,2021-12-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2025-12-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,318750.0,2024-12-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2023-12-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2022-12-01
"Listrak = Based on full file""sends"" in-month 
Insider = Based on list size in portal",EMAIL LIST SIZE,,2021-12-01
Datahub,CAC,,2025-12-01
Datahub,CAC,38.57,2024-12-01
Datahub,CAC,34.35,2023-12-01
Datahub,CAC,33.7,2022-12-01
Datahub,CAC,22.83,2021-12-01
Datahub,TOTAL COST (Ads & Agency Fees),,2025-12-01
Datahub,TOTAL COST (Ads & Agency Fees),430057.0,2024-12-01
Datahub,TOTAL COST (Ads & Agency Fees),342850.0,2023-12-01
Datahub,TOTAL COST (Ads & Agency Fees),316462.0,2022-12-01
Datahub,TOTAL COST (Ads & Agency Fees),199161.0,2021-12-01
Datahub,CPO,,2025-12-01
Datahub,CPO,,2024-12-01
Datahub,CPO,21.24,2023-12-01
Datahub,CPO,20.34,2022-12-01
Datahub,CPO,17.25,2021-12-01
