year,month,channel,ad_spend,gross_discount_shopify,sessions_mkt,ctr_mkt,clicks_mkt,conversion_rate_mkt,orders_mkt,new_customers_mkt,sessions_web,sessions_with_cart_additions,added_to_cart_rate,sessions_that_reached_checkout,reached_checkout_rate,sessions_that_completed_checkout,checkout_conversion_rate,conversion_rate_web,pageviews_per_session,pageviews,new_orders,existing_orders,new_customers,existing_customers,media_spend_by_channel,discounts,returns,gross_sales,net_sales
2024,JUNE,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,375783.0,20096.0,0.05,14189.0,0.04,8790.0,0.62,0.02,2.84,1068859.0,620.0,3600.0,600.0,2400.0,0.0,-109422.36,-51017.6,1102399.45,941959.49
2024,JULY,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,396521.0,19410.0,0.05,13620.0,0.03,8228.0,0.6,0.02,2.83,1120936.0,210.0,1250.0,208.0,832.0,0.0,-88930.89,-46815.46,1017758.01,882011.66
2024,AUGUST,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,418982.0,22379.0,0.05,16020.0,0.04,9813.0,0.61,0.02,2.82,1179673.0,220.0,1280.0,212.0,850.0,0.0,-94359.42,-35156.1,1203508.98,1073993.46
2024,SEPTEMBER,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,361476.0,19866.0,0.05,13276.0,0.04,8342.0,0.63,0.02,2.79,1008213.0,1250.0,900.0,1222.0,610.0,0.0,-99623.56,-35440.03,1037038.97,901975.38
2024,OCTOBER,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,304644.0,26404.0,0.09,14884.0,0.05,8104.0,0.54,0.03,3.21,977883.0,1080.0,780.0,1050.0,525.0,0.0,-176537.57,-32516.32,1146811.38,937757.49
2024,NOVEMBER,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,370064.0,47234.0,0.13,28696.0,0.08,14760.0,0.51,0.04,3.75,1386201.0,730.0,4200.0,714.0,2856.0,0.0,-107769.19,-27320.44,1848182.14,1713092.51
2024,DECEMBER,Unattributed,0.0,19281.58,0.0,0.0,0.0,0.0,4969.0,1698.0,433467.0,54569.0,0.13,35931.0,0.08,20162.0,0.56,0.05,3.71,1607114.0,260.0,1500.0,250.0,1000.0,0.0,-127883.11,-59364.07,2441932.76,2254685.58
2025,JANUARY,Unattributed,0.0,9789.48,0.0,0.0,0.0,0.0,2218.0,695.0,336672.0,31047.0,0.09,18627.0,0.06,9058.0,0.49,0.03,3.46,1165178.0,285.0,75.0,281.0,50.0,0.0,-122244.02,-42002.41,1173370.87,1009124.44
2025,FEBRUARY,Unattributed,0.0,9789.48,0.0,0.0,0.0,0.0,2218.0,695.0,336318.0,25825.0,0.08,16284.0,0.05,7053.0,0.43,0.02,3.07,1031543.0,1080.0,780.0,1050.0,525.0,0.0,-97362.32,-31037.05,955761.18,827361.81
2025,MARCH,Unattributed,0.0,9789.48,0.0,0.0,0.0,0.0,2218.0,695.0,385347.0,31679.0,0.08,20111.0,0.05,9080.0,0.45,0.02,2.95,1137706.0,730.0,4200.0,714.0,2856.0,0.0,-109247.97,-45448.41,1216270.17,1061573.79
2025,APRIL,Unattributed,0.0,9789.48,0.0,0.0,0.0,0.0,2218.0,695.0,360774.0,40872.0,0.11,24574.0,0.07,9115.0,0.37,0.03,3.3,1188855.0,260.0,1500.0,250.0,1000.0,0.0,-204778.94,-65685.07,1414754.88,1144290.87
2025,MAY,Unattributed,0.0,9789.48,0.0,0.0,0.0,0.0,2218.0,695.0,454573.0,55029.0,0.12,31619.0,0.07,14592.0,0.46,0.03,3.65,1659780.0,285.0,75.0,281.0,50.0,0.0,-312697.71,-54428.32,1921886.83,1554760.8
